"PriceList","CAT","SEL","Description","ItemId"
"CODE8X_AUG26_182319065en-US","WDT","HW>-","Window drapery - hardware - single rod - Large","11124"
"CODE8X_AUG26_182319065en-US","WDT","HW>>","Window drapery - hardware - Extra large","11124"
"CODE8X_AUG26_182319065en-US","WDT","HWRS","Window drapery - hardware - Detach & reset","11124"
"CODE8X_AUG26_182319065en-US","WDT","LAB","Window Treatments Installer - per hour","11125"
"CODE8X_AUG26_182319065en-US","WDT","LABL","Window Treatment - General Laborer - per hour","11125"
"CODE8X_AUG26_182319065en-US","WDT","MN","Window Treatment - Labor Minimum","11126"
"CODE8X_AUG26_182319065en-US","WDT","PDB","Window Treatment (Paid Bill)","10810"
"CODE8X_AUG26_182319065en-US","WDT","RU","Window shade - roll up","11127"
"CODE8X_AUG26_182319065en-US","WDT","RU<","Window shade - roll up - Small","11127"
"CODE8X_AUG26_182319065en-US","WDT","RU>","Window shade - roll up - Large","11127"
"CODE8X_AUG26_182319065en-US","WDT","RU>>","Window shade - roll up - Extra large","11127"
"CODE8X_AUG26_182319065en-US","WDT","RURS","Window shade - roll up - Detach & reset","11127"
"CODE8X_AUG26_182319065en-US","WDT","SHADM","Motorized shades","11128"
"CODE8X_AUG26_182319065en-US","WDT","SHADMBO","Motorized blackout screen","11128"
"CODE8X_AUG26_182319065en-US","WDT","SHTR","Interior window shutters (set)","11129"
"CODE8X_AUG26_182319065en-US","WDT","SHTR<","Interior window shutters (set) - Small","11129"
"CODE8X_AUG26_182319065en-US","WDT","SHTR>","Interior window shutters (set) - Large","11129"
"CODE8X_AUG26_182319065en-US","WDT","SHTR>>","Interior window shutters (set) - Extra large","11129"
"CODE8X_AUG26_182319065en-US","WDT","SHTRRS","Interior window shutters (set) - Detach & reset","11129"
"CODE8X_AUG26_182319065en-US","WDV","A","Vinyl window - awning, 7-12 sf","11130"
"CODE8X_AUG26_182319065en-US","WDV","A+","Vinyl window - awning, 7-12 sf - High grade","11130"
"CODE8X_AUG26_182319065en-US","WDV","A<","Vinyl window - awning, 3-6 sf","11131"
"CODE8X_AUG26_182319065en-US","WDV","A<+","Vinyl window - awning, 3-6 sf - High grade","11131"
"CODE8X_AUG26_182319065en-US","WDV","AGP","Windows - Vinyl (Agreed Price)","10810"
"CODE8X_AUG26_182319065en-US","WDV","BAY","Additional charge for bay and bow windows","10492"
"CODE8X_AUG26_182319065en-US","WDV","BIDITM","Windows - Vinyl (Bid Item)","10810"
"CODE8X_AUG26_182319065en-US","WDV","C","Vinyl window - casement, 6-8 sf","1421"
"CODE8X_AUG26_182319065en-US","WDV","C+","Vinyl window - casement, 6-8 sf - High grade","1421"
"CODE8X_AUG26_182319065en-US","WDV","C++","Vinyl window - casement, 6-8 sf - Premium grade","1421"
"CODE8X_AUG26_182319065en-US","WDV","C<","Vinyl window - casement, 3-5 sf","1425"
"CODE8X_AUG26_182319065en-US","WDV","C<+","Vinyl window - casement, 3-5 sf - High grade","1425"
"CODE8X_AUG26_182319065en-US","WDV","C<++","Vinyl window - casement, 3-5 sf - Premium grade","1425"
"CODE8X_AUG26_182319065en-US","WDV","C>","Vinyl window - casement, 9-13 sf","1429"
"CODE8X_AUG26_182319065en-US","WDV","C>+","Vinyl window - casement, 9-13 sf - High grade","1429"
"CODE8X_AUG26_182319065en-US","WDV","C>++","Vinyl window - casement, 9-13 sf - Premium grade","1429"
"CODE8X_AUG26_182319065en-US","WDV","COLOR","Vinyl window - Add on for premium color frames","11090"
"CODE8X_AUG26_182319065en-US","WDV","D","Vinyl window - double hung, 9-12 sf","1433"
"CODE8X_AUG26_182319065en-US","WDV","D+","Vinyl window - double hung, 9-12 sf - High grade","1433"
"CODE8X_AUG26_182319065en-US","WDV","D++","Vinyl window - double hung, 9-12 sf - Premium grade","1433"
"CODE8X_AUG26_182319065en-US","WDV","D<","Vinyl window - double hung, 4-8 sf","1437"
"CODE8X_AUG26_182319065en-US","WDV","D<+","Vinyl window - double hung, 4-8 sf - High grade","1437"
"CODE8X_AUG26_182319065en-US","WDV","D<++","Vinyl window - double hung, 4-8 sf - Premium grade","1437"
"CODE8X_AUG26_182319065en-US","WDV","D>","Vinyl window - double hung, 13-19 sf","1441"
"CODE8X_AUG26_182319065en-US","WDV","D>+","Vinyl window - double hung, 13-19 sf - High grade","1441"
"CODE8X_AUG26_182319065en-US","WDV","D>++","Vinyl window - double hung, 13-19 sf - Premium grade","1441"
"CODE8X_AUG26_182319065en-US","WDV","D>>","Vinyl window - double hung, 20-28 sf","1445"
"CODE8X_AUG26_182319065en-US","WDV","D>>+","Vinyl window - double hung, 20-28 sf - High grade","1445"
"CODE8X_AUG26_182319065en-US","WDV","D>>++","Vinyl window - double hung, 20-28 sf - Premium grade","1445"
"CODE8X_AUG26_182319065en-US","WDV","GRDN","Vinyl window - Garden, 6-9 sf","11133"
"CODE8X_AUG26_182319065en-US","WDV","GRDN>","Vinyl window - Garden, 10-12 sf","11133"
"CODE8X_AUG26_182319065en-US","WDV","GRID","Add on for grid (double or triple glazed windows)","11091"
"CODE8X_AUG26_182319065en-US","WDV","HO","Vinyl window - hopper/transom, 7-12 sf","11134"
"CODE8X_AUG26_182319065en-US","WDV","HO<","Vinyl window - hopper/transom, 3-6 sf","11134"
"CODE8X_AUG26_182319065en-US","WDV","HR24","Vinyl window - half round, 24"" wide","1466"
"CODE8X_AUG26_182319065en-US","WDV","HR36","Vinyl window - half round, 36"" wide","1468"
"CODE8X_AUG26_182319065en-US","WDV","HR48","Vinyl window - half round, 48"" wide","1470"
"CODE8X_AUG26_182319065en-US","WDV","HR60","Vinyl window - half round, 60"" wide","1472"
"CODE8X_AUG26_182319065en-US","WDV","HR72","Vinyl window - half round, 72"" wide","1474"
"CODE8X_AUG26_182319065en-US","WDV","HRGRID","Add on for grid in half round window - per window unit","11230"
"CODE8X_AUG26_182319065en-US","WDV","HS","Vinyl window, horizontal sliding, 12-23 sf","1449"
"CODE8X_AUG26_182319065en-US","WDV","HS+","Vinyl window, horizontal sliding, 12-23 sf - High grade","1449"
"CODE8X_AUG26_182319065en-US","WDV","HS++","Vinyl window, horizontal sliding, 12-23 sf - Premium grade","1449"
"CODE8X_AUG26_182319065en-US","WDV","HS<","Vinyl window, horizontal sliding, 3-11 sf","1453"
"CODE8X_AUG26_182319065en-US","WDV","HS<+","Vinyl window, horizontal sliding, 3-11 sf - High grade","1453"
"CODE8X_AUG26_182319065en-US","WDV","HS<++","Vinyl window, horizontal sliding, 3-11 sf - Premium grade","1453"
"CODE8X_AUG26_182319065en-US","WDV","HS>","Vinyl window, horizontal sliding, 24-32 sf","1457"
"CODE8X_AUG26_182319065en-US","WDV","HS>+","Vinyl window, horizontal sliding, 24-32 sf - High grade","1457"
"CODE8X_AUG26_182319065en-US","WDV","HS>++","Vinyl window, horizontal sliding, 24-32 sf - Premium grade","1457"
"CODE8X_AUG26_182319065en-US","WDV","HS>>","Vinyl window, horizontal sliding, 33-40 sf","1461"
"CODE8X_AUG26_182319065en-US","WDV","HS>>+","Vinyl window, horizontal sliding, 33-40 sf - High grade","1461"
"CODE8X_AUG26_182319065en-US","WDV","HS>>++","Vinyl window, horizontal sliding, 33-40 sf - Premium grade","1461"
"CODE8X_AUG26_182319065en-US","WDV","J","Vinyl window - jalousie, 12-23 sf","1371"
"CODE8X_AUG26_182319065en-US","WDV","J<","Vinyl window - jalousie, 3-11 sf","1375"
"CODE8X_AUG26_182319065en-US","WDV","J>","Vinyl window - jalousie, 24-32 sf","1379"
"CODE8X_AUG26_182319065en-US","WDV","J>>","Vinyl window - jalousie, 33-40 sf","1383"
"CODE8X_AUG26_182319065en-US","WDV","LAB","Window Installer - per hour","10514"
"CODE8X_AUG26_182319065en-US","WDV","LABL","Window - General Laborer - per hour","10514"
"CODE8X_AUG26_182319065en-US","WDV","LAMIR","Add on for impact resistant laminated glass","11092"
"CODE8X_AUG26_182319065en-US","WDV","LOWE","Add on for upgrading ""Low E"" glass to premium grade","11093"
"CODE8X_AUG26_182319065en-US","WDV","MN","Vinyl Window - Labor Minimum","11094"
"CODE8X_AUG26_182319065en-US","WDV","MULL","Additional charge for vinyl window mullion - per LF","10492"
"CODE8X_AUG26_182319065en-US","WDV","OBS","Add on for obscure glass","11114"
"CODE8X_AUG26_182319065en-US","WDV","OV","Vinyl window - Oval, 36""x 60""","11135"
"CODE8X_AUG26_182319065en-US","WDV","OV<","Vinyl window - Oval, 24""x 36""","11135"
"CODE8X_AUG26_182319065en-US","WDV","OV>","Vinyl window - Oval, 48""x 72""","11135"
"CODE8X_AUG26_182319065en-US","WDV","P","Vinyl window, picture/fixed, 12-23 sf","11136"
"CODE8X_AUG26_182319065en-US","WDV","P+","Vinyl window, picture/fixed, 12-23 sf - High grade","11136"
"CODE8X_AUG26_182319065en-US","WDV","P++","Vinyl window, picture/fixed, 12-23 sf - Premium grade","11136"
"CODE8X_AUG26_182319065en-US","WDV","P<","Vinyl window, picture/fixed, 3-11 sf","11137"
"CODE8X_AUG26_182319065en-US","WDV","P<+","Vinyl window, picture/fixed, 3-11 sf - High grade","11137"
"CODE8X_AUG26_182319065en-US","WDV","P<++","Vinyl window, picture/fixed, 3-11 sf - Premium grade","11137"
"CODE8X_AUG26_182319065en-US","WDV","P>","Vinyl window, picture/fixed, 24-32 sf","11138"
"CODE8X_AUG26_182319065en-US","WDV","P>+","Vinyl window, picture/fixed, 24-32 sf - High grade","11138"
"CODE8X_AUG26_182319065en-US","WDV","P>++","Vinyl window, picture/fixed, 24-32 sf - Premium grade","11138"
"CODE8X_AUG26_182319065en-US","WDV","P>>","Vinyl window, picture/fixed, 33-40 sf","11139"
"CODE8X_AUG26_182319065en-US","WDV","P>>+","Vinyl window, picture/fixed, 33-40 sf - High grade","11139"
"CODE8X_AUG26_182319065en-US","WDV","P>>++","Vinyl window, picture/fixed, 33-40 sf - Premium grade","11139"
"CODE8X_AUG26_182319065en-US","WDV","PDB","Windows - Vinyl (Paid Bill)","10810"
"CODE8X_AUG26_182319065en-US","WDV","PST","Stained glass window, picture/fixed, 12-23 sf","1476"
"CODE8X_AUG26_182319065en-US","WDV","PST<","Stained glass window, picture/fixed, 3-11 sf","1478"
"CODE8X_AUG26_182319065en-US","WDV","PST>","Stained glass window, picture/fixed, 24-32 sf","1480"
"CODE8X_AUG26_182319065en-US","WDV","PST>>","Stained glass window, picture/fixed, 33-40 sf","1482"
"CODE8X_AUG26_182319065en-US","WDV","R24","Vinyl window - Round/Octagon, 24""","1484"
"CODE8X_AUG26_182319065en-US","WDV","R36","Vinyl window - Round/Octagon, 36""","1486"
"CODE8X_AUG26_182319065en-US","WDV","R48","Vinyl window - Round/Octagon, 48""","1488"
"CODE8X_AUG26_182319065en-US","WDV","REFL","Add on for one-way/reflective glass","11407"
"MDSC8X_JUL26_4159029999en-US","WDV","REST","Vinyl window restoration - (Bid Item)","10810"
"CODE8X_AUG26_182319065en-US","WDV","RETR+","Add. charge for a retrofit window, 3-11 sf - difficult","11230"
"CODE8X_AUG26_182319065en-US","WDV","RETR>+","Add. charge for a retrofit window, 12-23 sf - difficult","11230"
"CODE8X_AUG26_182319065en-US","WDV","RETR>>+","Add. charge for a retrofit window, 24-40 sf - difficult","11230"
"CODE8X_AUG26_182319065en-US","WDV","RETRO","Additional charge for a retrofit window, 3-11 sf","11230"
"CODE8X_AUG26_182319065en-US","WDV","RETRO>","Additional charge for a retrofit window, 12-23 sf","11230"
"CODE8X_AUG26_182319065en-US","WDV","RETRO>>","Additional charge for a retrofit window, 24-40 sf","11230"
"CODE8X_AUG26_182319065en-US","WDV","S","Vinyl window, single hung, 9-12 sf","1490"
"CODE8X_AUG26_182319065en-US","WDV","S+","Vinyl window, single hung, 9-12 sf - High grade","1490"
"CODE8X_AUG26_182319065en-US","WDV","S++","Vinyl window, single hung, 9-12 sf - Premium grade","1490"
"CODE8X_AUG26_182319065en-US","WDV","S<","Vinyl window, single hung, 4-8 sf","1494"
"CODE8X_AUG26_182319065en-US","WDV","S<+","Vinyl window, single hung, 4-8 sf - High grade","1494"
"CODE8X_AUG26_182319065en-US","WDV","S<++","Vinyl window, single hung, 4-8 sf - Premium grade","1494"
"CODE8X_AUG26_182319065en-US","WDV","S>","Vinyl window, single hung, 13-19 sf","1498"
"CODE8X_AUG26_182319065en-US","WDV","S>+","Vinyl window, single hung, 13-19 sf - High grade","1498"
"CODE8X_AUG26_182319065en-US","WDV","S>++","Vinyl window, single hung, 13-19 sf - Premium grade","1498"
"CODE8X_AUG26_182319065en-US","WDV","S>>","Vinyl window, single hung, 20-28 sf","1502"
"CODE8X_AUG26_182319065en-US","WDV","S>>+","Vinyl window, single hung, 20-28 sf - High grade","1502"
"CODE8X_AUG26_182319065en-US","WDV","S>>++","Vinyl window, single hung, 20-28 sf - Premium grade","1502"
"CODE8X_AUG26_182319065en-US","WDV","STRMW","Storm window - vinyl, 12-24 sf","1449"
"CODE8X_AUG26_182319065en-US","WDV","STRMW<","Storm window - vinyl, 3-11 sf","1453"
"CODE8X_AUG26_182319065en-US","WDV","STRMW>","Storm window - vinyl, 25-32 sf","1457"
"CODE8X_AUG26_182319065en-US","WDV","STRMW>>","Storm window - vinyl, 33-40 sf","1461"
"CODE8X_AUG26_182319065en-US","WDV","STRMWRS","Storm window - Detach & reset","11088"
"CODE8X_AUG26_182319065en-US","WDV","TEMP","Add on for tempered glass - per pane","11096"
"CODE8X_AUG26_182319065en-US","WDV","TINT","Add on for tinted glass","11097"
"CODE8X_AUG26_182319065en-US","WDV","VNRS","Vinyl window - Detach & reset","11088"
"CODE8X_AUG26_182319065en-US","WDW","A","Wood window - awning, 7-12 sf","11130"
"CODE8X_AUG26_182319065en-US","WDW","A+","Wood window - awning, 7-12 sf, High grade","11130"
"CODE8X_AUG26_182319065en-US","WDW","A++","Wood window - awning, 7-12 sf, Premium grade","11130"
"CODE8X_AUG26_182319065en-US","WDW","A<","Wood window - awning, 3-6 sf","11131"
"CODE8X_AUG26_182319065en-US","WDW","A<+","Wood window - awning, 3-6 sf, High grade","11131"
"CODE8X_AUG26_182319065en-US","WDW","A<++","Wood window - awning, 3-6 sf, Premium grade","11131"
"CODE8X_AUG26_182319065en-US","WDW","AGP","Windows - Wood (Agreed Price)","10810"
"CODE8X_AUG26_182319065en-US","WDW","BAY","Additional charge for bay and bow windows","10492"
"CODE8X_AUG26_182319065en-US","WDW","BIDITM","Windows - Wood (Bid Item)","10810"
"CODE8X_AUG26_182319065en-US","WDW","C","Wood window - casement, 12-23 sf","1506"
"CODE8X_AUG26_182319065en-US","WDW","C+","Wood window - casement, 12-23 sf, High grade","1506"
"CODE8X_AUG26_182319065en-US","WDW","C++","Wood window - casement, 12-23 sf, Premium grade","1506"
"CODE8X_AUG26_182319065en-US","WDW","C<","Wood window - casement, 3-11 sf","1510"
"CODE8X_AUG26_182319065en-US","WDW","C<+","Wood window - casement, 3-11 sf, High grade","1510"
"CODE8X_AUG26_182319065en-US","WDW","C<++","Wood window - casement, 3-11 sf, Premium grade","1510"
"CODE8X_AUG26_182319065en-US","WDW","C>","Wood window - casement, 24-32 sf","1514"
"CODE8X_AUG26_182319065en-US","WDW","C>+","Wood window - casement, 24-32 sf, High grade","1514"
"CODE8X_AUG26_182319065en-US","WDW","C>++","Wood window - casement, 24-32 sf, Premium grade","1514"
"CODE8X_AUG26_182319065en-US","WDW","C>>","Wood window - casement, 33-40 sf","1518"
"CODE8X_AUG26_182319065en-US","WDW","C>>+","Wood window - casement, 33-40 sf, High grade","1518"
"CODE8X_AUG26_182319065en-US","WDW","C>>++","Wood window - casement, 33-40 sf, Premium grade","1518"
"CODE8X_AUG26_182319065en-US","WDW","CS","Replace sash only - casement, 10-15 sf","11214"
"CODE8X_AUG26_182319065en-US","WDW","CS+","Replace sash only - casement, 10-15 sf - High grade","11214"
"CODE8X_AUG26_182319065en-US","WDW","CS++","Replace sash only - casement, 10-15 sf - Premium grade","11214"
"CODE8X_AUG26_182319065en-US","WDW","CS<","Replace sash only - casement, 3-9 sf","11214"
"CODE8X_AUG26_182319065en-US","WDW","CS<+","Replace sash only - casement, 3-9 sf - High grade","11214"
"CODE8X_AUG26_182319065en-US","WDW","CS<++","Replace sash only - casement, 3-9 sf - Premium grade","11214"
"CODE8X_AUG26_182319065en-US","WDW","CS>","Replace sash only - casement, 16-21 sf","11214"
"CODE8X_AUG26_182319065en-US","WDW","CS>+","Replace sash only - casement, 16-21 sf - High grade","11214"
"CODE8X_AUG26_182319065en-US","WDW","CS>++","Replace sash only - casement, 16-21 sf - Premium grade","11214"
"CODE8X_AUG26_182319065en-US","WDW","D","Wood window - double hung, 9-12 sf","1522"
"CODE8X_AUG26_182319065en-US","WDW","D-","Wood window - double hung, 9-12 sf, Standard grade","1522"
"CODE8X_AUG26_182319065en-US","WDW","D+","Wood window - double hung, 9-12 sf, High grade","1522"
"CODE8X_AUG26_182319065en-US","WDW","D++","Wood window - double hung, 9-12 sf, Premium grade","1522"
"CODE8X_AUG26_182319065en-US","WDW","D<","Wood window - double hung, 4-8 sf","1527"
"CODE8X_AUG26_182319065en-US","WDW","D<-","Wood window - double hung, 4-8 sf, Standard grade","1527"
"CODE8X_AUG26_182319065en-US","WDW","D<+","Wood window - double hung, 4-8 sf, High grade","1527"
"CODE8X_AUG26_182319065en-US","WDW","D<++","Wood window - double hung, 4-8 sf, Premium grade","1527"
"CODE8X_AUG26_182319065en-US","WDW","D>","Wood window - double hung, 13-19 sf","1532"
"CODE8X_AUG26_182319065en-US","WDW","D>-","Wood window - double hung, 13-19 sf, Standard grade","1532"
"CODE8X_AUG26_182319065en-US","WDW","D>+","Wood window - double hung, 13-19 sf, High grade","1532"
"CODE8X_AUG26_182319065en-US","WDW","D>++","Wood window - double hung, 13-19 sf, Premium grade","1532"
"CODE8X_AUG26_182319065en-US","WDW","D>>","Wood window - double hung, 20-28 sf","11140"
"CODE8X_AUG26_182319065en-US","WDW","D>>-","Wood window - double hung, 20-28 sf, Standard grade","11140"
"CODE8X_AUG26_182319065en-US","WDW","D>>+","Wood window - double hung, 20-28 sf, High grade","11140"
"CODE8X_AUG26_182319065en-US","WDW","D>>++","Wood window - double hung, 20-28 sf, Premium grade","11140"
"CODE8X_AUG26_182319065en-US","WDW","EXJAM","Window extension jamb - 11/16"" x 1-23/32"" (4-9/16"" wall)","11141"
"CODE8X_AUG26_182319065en-US","WDW","EXJAM>","Window extension jamb - 11/16"" x 2-13/32"" (5-1/4"" wall)","11141"
"CODE8X_AUG26_182319065en-US","WDW","EXJAM>>","Window extension jamb - 11/16"" x 3-23/32"" (6-9/16"" wall)","11141"
"CODE8X_AUG26_182319065en-US","WDW","GRID","Add on for grid (double or triple glazed windows)","11091"
"CODE8X_AUG26_182319065en-US","WDW","HS","Wood window - horizontal sliding, 12-23 sf","1537"
"CODE8X_AUG26_182319065en-US","WDW","HS-","Wood window - horizontal sliding, 12-23 sf, Std. grade","1537"
"CODE8X_AUG26_182319065en-US","WDW","HS+","Wood window - horizontal sliding, 12-23 sf, High grade","1537"
"CODE8X_AUG26_182319065en-US","WDW","HS++","Wood window - horizontal sliding, 12-23 sf, Prem. grade","1537"
"CODE8X_AUG26_182319065en-US","WDW","HS<","Wood window - horizontal sliding, 3-11 sf","1541"
"CODE8X_AUG26_182319065en-US","WDW","HS<-","Wood window - horizontal sliding, 3-11 sf, Std. grade","1541"
"CODE8X_AUG26_182319065en-US","WDW","HS<+","Wood window - horizontal sliding, 3-11 sf, High grade","1541"
"CODE8X_AUG26_182319065en-US","WDW","HS<++","Wood window - horizontal sliding, 3-11 sf, Premium grade","1541"
"CODE8X_AUG26_182319065en-US","WDW","HS>","Wood window - horizontal sliding, 24-32 sf","1545"
"CODE8X_AUG26_182319065en-US","WDW","HS>-","Wood window - horizontal sliding, 24-32 sf, Std. grade","1545"
"CODE8X_AUG26_182319065en-US","WDW","HS>+","Wood window - horizontal sliding, 24-32 sf, High grade","1545"
"CODE8X_AUG26_182319065en-US","WDW","HS>++","Wood window - horizontal sliding, 24-32 sf, Prem. grade","1545"
"CODE8X_AUG26_182319065en-US","WDW","HS>>","Wood window - horizontal sliding, 33-40 sf","1549"
"CODE8X_AUG26_182319065en-US","WDW","HS>>-","Wood window - horizontal sliding, 33-40 sf, Std. grade","1549"
"CODE8X_AUG26_182319065en-US","WDW","HS>>+","Wood window - horizontal sliding, 33-40 sf, High grade","1549"
"CODE8X_AUG26_182319065en-US","WDW","HS>>++","Wood window - horizontal sliding, 33-40 sf, Prem. grade","1549"
"CODE8X_AUG26_182319065en-US","WDW","LAB","Window Installer - per hour","10514"
"CODE8X_AUG26_182319065en-US","WDW","LABL","Window - General Laborer - per hour","10514"
"CODE8X_AUG26_182319065en-US","WDW","LAMIR","Add on for impact resistant laminated glass","11092"
"CODE8X_AUG26_182319065en-US","WDW","LOWE","Add on for upgrading ""Low E"" glass to premium grade","11093"
"CODE8X_AUG26_182319065en-US","WDW","MN","Wood Window - Labor Minimum","11094"
"CODE8X_AUG26_182319065en-US","WDW","MULL","Additional charge for wood window mullion - per LF","10492"
"CODE8X_AUG26_182319065en-US","WDW","OBS","Add on for obscure glass","11114"
"CODE8X_AUG26_182319065en-US","WDW","P","Wood window - picture (fixed), 24-32 sf","1554"
"CODE8X_AUG26_182319065en-US","WDW","P-","Wood window - picture (fixed), 24-32 sf, Standard grade","1554"
"CODE8X_AUG26_182319065en-US","WDW","P+","Wood window - picture (fixed), 24-32 sf, High grade","1554"
"CODE8X_AUG26_182319065en-US","WDW","P++","Wood window - picture (fixed), 24-32 sf, Premium grade","1554"
"CODE8X_AUG26_182319065en-US","WDW","P<","Wood window - picture (fixed), 12-23 sf","1558"
"CODE8X_AUG26_182319065en-US","WDW","P<-","Wood window - picture (fixed), 12-23 sf, Standard grade","1558"
"CODE8X_AUG26_182319065en-US","WDW","P<+","Wood window - picture (fixed), 12-23 sf, High grade","1558"
"CODE8X_AUG26_182319065en-US","WDW","P<++","Wood window - picture (fixed), 12-23 sf, Premium grade","1558"
